2025-12-13 14:13:00,867 - [CLIENT ???] Connecting to ('127.0.0.1', 1234)...
2025-12-13 14:13:00,874 - [CLIENT 004] Successfully connected! Assigned Player ID: 4
2025-12-13 14:13:20,732 - [CLIENT 004] Successfully claimed block at (10, 9)
2025-12-13 14:13:20,896 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:20,948 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:20,959 - [CLIENT 004] Successfully claimed block at (11, 9)
2025-12-13 14:13:21,146 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:21,258 - [CLIENT 004] Successfully claimed block at (11, 8)
2025-12-13 14:13:21,367 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:21,376 - [CLIENT 004] Successfully claimed block at (11, 8)
2025-12-13 14:13:21,399 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:21,548 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:21,558 - [CLIENT 004] Successfully claimed block at (10, 8)
2025-12-13 14:13:21,582 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:21,717 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:21,717 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:21,722 - [CLIENT 004] Successfully claimed block at (9, 8)
2025-12-13 14:13:21,898 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:21,898 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:21,902 - [CLIENT 004] Successfully claimed block at (8, 8)
2025-12-13 14:13:22,046 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:22,054 - [CLIENT 004] Successfully claimed block at (6, 8)
2025-12-13 14:13:22,145 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:22,208 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:22,218 - [CLIENT 004] Successfully claimed block at (5, 8)
2025-12-13 14:13:22,258 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:22,373 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:22,378 - [CLIENT 004] Successfully claimed block at (4, 8)
2025-12-13 14:13:22,520 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:22,604 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:22,614 - [CLIENT 004] Successfully claimed block at (4, 9)
2025-12-13 14:13:22,719 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:22,785 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:22,791 - [CLIENT 004] Successfully claimed block at (3, 8)
2025-12-13 14:13:22,884 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:22,918 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:22,928 - [CLIENT 004] Successfully claimed block at (2, 8)
2025-12-13 14:13:23,156 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:23,163 - [CLIENT 004] Successfully claimed block at (2, 8)
2025-12-13 14:13:23,258 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:23,377 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:23,388 - [CLIENT 004] Successfully claimed block at (2, 8)
2025-12-13 14:13:23,425 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:23,557 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:23,562 - [CLIENT 004] Successfully claimed block at (3, 8)
2025-12-13 14:13:23,722 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:23,755 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:23,766 - [CLIENT 004] Successfully claimed block at (4, 8)
2025-12-13 14:13:23,904 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:23,972 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:23,982 - [CLIENT 004] Successfully claimed block at (4, 8)
2025-12-13 14:13:24,121 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:24,126 - [CLIENT 004] Successfully claimed block at (4, 8)
2025-12-13 14:13:24,319 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:24,516 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:24,583 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:24,589 - [CLIENT 004] Successfully claimed block at (3, 9)
2025-12-13 14:13:24,628 - [CLIENT 004] Successfully claimed block at (3, 9)
2025-12-13 14:13:24,699 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:24,765 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:24,769 - [CLIENT 004] Successfully claimed block at (3, 10)
2025-12-13 14:13:24,834 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:24,949 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:24,953 - [CLIENT 004] Successfully claimed block at (3, 11)
2025-12-13 14:13:24,966 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:25,082 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:25,092 - [CLIENT 004] You collected a SPECIAL BOOST (Type 1)!
2025-12-13 14:13:25,116 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:25,123 - [CLIENT 004] Successfully claimed block at (3, 13)
2025-12-13 14:13:25,285 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:25,285 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:25,294 - [CLIENT 004] Successfully claimed block at (3, 12)
2025-12-13 14:13:25,420 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:25,454 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:25,458 - [CLIENT 004] Successfully claimed block at (3, 14)
2025-12-13 14:13:25,587 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:25,638 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:25,642 - [CLIENT 004] Successfully claimed block at (3, 15)
2025-12-13 14:13:25,720 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:25,821 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:25,827 - [CLIENT 004] Successfully claimed block at (3, 16)
2025-12-13 14:13:25,888 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:25,989 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:25,989 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:25,999 - [CLIENT 004] Successfully claimed block at (4, 17)
2025-12-13 14:13:26,187 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:26,195 - [CLIENT 004] Successfully claimed block at (4, 18)
2025-12-13 14:13:26,282 - [CLIENT 004] Successfully claimed block at (4, 18)
2025-12-13 14:13:26,337 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:26,420 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:26,425 - [CLIENT 004] Successfully claimed block at (3, 18)
2025-12-13 14:13:26,536 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:26,652 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:26,657 - [CLIENT 004] Successfully claimed block at (3, 17)
2025-12-13 14:13:26,782 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:26,815 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:26,822 - [CLIENT 004] Successfully claimed block at (3, 16)
2025-12-13 14:13:26,854 - [CLIENT 004] Successfully claimed block at (3, 16)
2025-12-13 14:13:27,101 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:27,111 - [CLIENT 004] Successfully claimed block at (3, 16)
2025-12-13 14:13:27,117 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:27,269 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:27,369 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:27,378 - [CLIENT 004] Successfully claimed block at (3, 18)
2025-12-13 14:13:27,556 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:27,561 - [CLIENT 004] Successfully claimed block at (3, 17)
2025-12-13 14:13:27,616 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:27,720 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:27,736 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:27,741 - [CLIENT 004] Successfully claimed block at (3, 19)
2025-12-13 14:13:27,886 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:28,004 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:28,008 - [CLIENT 004] Successfully claimed block at (3, 18)
2025-12-13 14:13:28,156 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:28,224 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:28,281 - [CLIENT 004] Successfully claimed block at (3, 18)
2025-12-13 14:13:28,353 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:28,362 - [CLIENT 004] Successfully claimed block at (2, 18)
2025-12-13 14:13:28,533 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:28,635 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:28,642 - [CLIENT 004] Successfully claimed block at (2, 19)
2025-12-13 14:13:28,702 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:28,710 - [CLIENT 004] Successfully claimed block at (2, 19)
2025-12-13 14:13:28,853 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:28,861 - [CLIENT 004] Successfully claimed block at (2, 19)
2025-12-13 14:13:28,937 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:29,053 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:29,057 - [CLIENT 004] Successfully claimed block at (1, 19)
2025-12-13 14:13:29,085 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:29,090 - [CLIENT 004] You collected a SPECIAL BOOST (Type 1)!
2025-12-13 14:13:29,238 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:29,245 - [CLIENT 004] Successfully claimed block at (0, 19)
2025-12-13 14:13:29,287 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:29,403 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:29,408 - [CLIENT 004] Successfully claimed block at (1, 19)
2025-12-13 14:13:29,438 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:29,602 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:29,602 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:29,613 - [CLIENT 004] Successfully claimed block at (2, 19)
2025-12-13 14:13:29,734 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:29,801 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:29,806 - [CLIENT 004] Successfully claimed block at (3, 19)
2025-12-13 14:13:29,901 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:29,969 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:29,978 - [CLIENT 004] Successfully claimed block at (4, 19)
2025-12-13 14:13:30,052 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:30,134 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:30,139 - [CLIENT 004] Successfully claimed block at (5, 19)
2025-12-13 14:13:30,216 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:30,281 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:30,291 - [CLIENT 004] Successfully claimed block at (6, 19)
2025-12-13 14:13:30,430 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:30,463 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:30,469 - [CLIENT 004] Successfully claimed block at (8, 19)
2025-12-13 14:13:30,712 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:30,723 - [CLIENT 004] Successfully claimed block at (9, 19)
2025-12-13 14:13:30,927 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:30,976 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:30,984 - [CLIENT 004] Successfully claimed block at (10, 19)
2025-12-13 14:13:31,091 - [CLIENT 004] Successfully claimed block at (10, 19)
2025-12-13 14:13:31,091 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:31,158 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:31,167 - [CLIENT 004] Successfully claimed block at (11, 19)
2025-12-13 14:13:31,259 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:31,356 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:31,360 - [CLIENT 004] Successfully claimed block at (12, 19)
2025-12-13 14:13:31,422 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:31,555 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:31,555 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:31,562 - [CLIENT 004] Successfully claimed block at (14, 19)
2025-12-13 14:13:31,722 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:31,722 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:31,733 - [CLIENT 004] Successfully claimed block at (16, 19)
2025-12-13 14:13:31,903 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:31,936 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:31,941 - [CLIENT 004] Successfully claimed block at (17, 19)
2025-12-13 14:13:32,186 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:32,218 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:32,227 - [CLIENT 004] Successfully claimed block at (17, 18)
2025-12-13 14:13:32,436 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:32,440 - [CLIENT 004] Successfully claimed block at (17, 17)
2025-12-13 14:13:32,535 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:32,669 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:32,678 - [CLIENT 004] Successfully claimed block at (16, 17)
2025-12-13 14:13:32,686 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:32,853 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:32,860 - [CLIENT 004] Successfully claimed block at (14, 17)
2025-12-13 14:13:32,903 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:33,036 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:33,044 - [CLIENT 004] Successfully claimed block at (14, 18)
2025-12-13 14:13:33,369 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:33,375 - [CLIENT 004] Successfully claimed block at (13, 18)
2025-12-13 14:13:33,653 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:33,658 - [CLIENT 004] Successfully claimed block at (13, 18)
2025-12-13 14:13:33,704 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:33,901 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:33,906 - [CLIENT 004] Successfully claimed block at (14, 19)
2025-12-13 14:13:34,085 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:34,089 - [CLIENT 004] Successfully claimed block at (14, 19)
2025-12-13 14:13:34,108 - [CLIENT 004] Successfully claimed block at (14, 19)
2025-12-13 14:13:34,119 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:34,351 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:34,352 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:34,358 - [CLIENT 004] Successfully claimed block at (14, 17)
2025-12-13 14:13:34,582 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:34,592 - [CLIENT 004] Successfully claimed block at (13, 17)
2025-12-13 14:13:34,666 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:34,781 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:34,785 - [CLIENT 004] Successfully claimed block at (14, 17)
2025-12-13 14:13:34,830 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:34,962 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:34,966 - [CLIENT 004] Successfully claimed block at (15, 17)
2025-12-13 14:13:34,997 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:35,147 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:35,152 - [CLIENT 004] Successfully claimed block at (16, 17)
2025-12-13 14:13:35,181 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:35,364 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:35,374 - [CLIENT 004] Successfully claimed block at (17, 16)
2025-12-13 14:13:35,382 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:35,548 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:35,548 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:35,558 - [CLIENT 004] Successfully claimed block at (19, 16)
2025-12-13 14:13:35,710 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:35,727 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:35,732 - [CLIENT 004] Successfully claimed block at (19, 17)
2025-12-13 14:13:35,910 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:35,910 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:35,916 - [CLIENT 004] Successfully claimed block at (19, 17)
2025-12-13 14:13:36,120 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:36,125 - [CLIENT 004] Successfully claimed block at (19, 18)
2025-12-13 14:13:36,206 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:36,274 - [CLIENT 004] Successfully claimed block at (18, 18)
2025-12-13 14:13:36,368 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:36,372 - [CLIENT 004] Successfully claimed block at (18, 18)
2025-12-13 14:13:36,434 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:36,582 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:36,588 - [CLIENT 004] Successfully claimed block at (18, 17)
2025-12-13 14:13:36,616 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:36,768 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:36,768 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:36,777 - [CLIENT 004] Successfully claimed block at (18, 15)
2025-12-13 14:13:36,920 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:36,936 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:36,942 - [CLIENT 004] Successfully claimed block at (18, 15)
2025-12-13 14:13:37,051 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:37,117 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:37,126 - [CLIENT 004] Successfully claimed block at (18, 14)
2025-12-13 14:13:37,202 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:37,268 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:37,278 - [CLIENT 004] Successfully claimed block at (18, 13)
2025-12-13 14:13:37,351 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:37,433 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:37,439 - [CLIENT 004] Successfully claimed block at (17, 13)
2025-12-13 14:13:37,533 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:37,617 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:37,625 - [CLIENT 004] Successfully claimed block at (15, 13)
2025-12-13 14:13:37,650 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:37,799 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:37,799 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:37,807 - [CLIENT 004] Successfully claimed block at (15, 12)
2025-12-13 14:13:37,882 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:37,999 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:38,004 - [CLIENT 004] Successfully claimed block at (14, 11)
2025-12-13 14:13:38,034 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:38,235 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:38,235 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:38,240 - [CLIENT 004] Successfully claimed block at (14, 11)
2025-12-13 14:13:38,404 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:38,404 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:38,413 - [CLIENT 004] Successfully claimed block at (16, 11)
2025-12-13 14:13:38,587 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:38,587 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:38,595 - [CLIENT 004] Successfully claimed block at (17, 11)
2025-12-13 14:13:38,726 - [CLIENT 004] Successfully claimed block at (17, 11)
2025-12-13 14:13:38,800 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:38,812 - [CLIENT 004] Successfully claimed block at (17, 11)
2025-12-13 14:13:38,916 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:38,982 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:38,992 - [CLIENT 004] Successfully claimed block at (16, 11)
2025-12-13 14:13:39,150 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:39,167 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:39,176 - [CLIENT 004] Successfully claimed block at (15, 11)
2025-12-13 14:13:39,317 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:39,370 - [CLIENT 004] Successfully claimed block at (15, 10)
2025-12-13 14:13:39,382 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:39,391 - [CLIENT 004] Successfully claimed block at (15, 10)
2025-12-13 14:13:39,482 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:39,532 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:39,543 - [CLIENT 004] Successfully claimed block at (14, 10)
2025-12-13 14:13:39,733 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:39,737 - [CLIENT 004] Successfully claimed block at (14, 9)
2025-12-13 14:13:40,112 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:40,178 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:40,190 - [CLIENT 004] Successfully claimed block at (13, 9)
2025-12-13 14:13:40,328 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:40,413 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:40,417 - [CLIENT 004] Successfully claimed block at (14, 10)
2025-12-13 14:13:40,512 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:40,614 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:40,623 - [CLIENT 004] Successfully claimed block at (13, 10)
2025-12-13 14:13:40,663 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:40,812 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:40,812 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:40,817 - [CLIENT 004] Successfully claimed block at (12, 11)
2025-12-13 14:13:40,979 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:40,979 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:40,985 - [CLIENT 004] Successfully claimed block at (11, 11)
2025-12-13 14:13:41,128 - [CLIENT 004] ACTION: User requested move direction 0
2025-12-13 14:13:41,161 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:41,169 - [CLIENT 004] Successfully claimed block at (9, 11)
2025-12-13 14:13:41,377 - [CLIENT 004] ACTION: User requested move direction 2
2025-12-13 14:13:41,377 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:41,383 - [CLIENT 004] Successfully claimed block at (8, 10)
2025-12-13 14:13:41,590 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:41,641 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:41,652 - [CLIENT 004] Successfully claimed block at (9, 10)
2025-12-13 14:13:41,728 - [CLIENT 004] Successfully claimed block at (9, 10)
2025-12-13 14:13:41,756 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:41,840 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:41,849 - [CLIENT 004] Successfully claimed block at (10, 10)
2025-12-13 14:13:41,922 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:41,972 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:41,977 - [CLIENT 004] Successfully claimed block at (11, 10)
2025-12-13 14:13:42,142 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:42,147 - [CLIENT 004] Successfully claimed block at (11, 10)
2025-12-13 14:13:42,359 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:42,426 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:42,437 - [CLIENT 004] Successfully claimed block at (11, 10)
2025-12-13 14:13:42,614 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:42,614 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:42,620 - [CLIENT 004] Successfully claimed block at (11, 10)
2025-12-13 14:13:42,811 - [CLIENT 004] ACTION: User requested move direction 3
2025-12-13 14:13:42,928 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:42,928 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:42,937 - [CLIENT 004] You collected a SPECIAL BOOST (Type 1)!
2025-12-13 14:13:42,939 - [CLIENT 004] Successfully claimed block at (12, 12)
2025-12-13 14:13:43,089 - [CLIENT 004] Successfully claimed block at (12, 12)
2025-12-13 14:13:43,097 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:43,101 - [CLIENT 004] You collected a SPECIAL BOOST (Type 1)!
2025-12-13 14:13:43,130 - [CLIENT 004] ACTION: User attempting to CLAIM block
2025-12-13 14:13:43,133 - [CLIENT 004] Successfully claimed block at (13, 12)
2025-12-13 14:13:43,262 - [CLIENT 004] ACTION: User requested move direction 1
2025-12-13 14:13:43,333 - [CLIENT 004] ACTION: User attempting to CLAIM block
